"Czas uśredniania","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g"
"Jednostka","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3"
"Kod stanowiska","DsLegPolarna-PM2.5-24g","DsOsieczow21-PM2.5-24g","DsWalbrzWyso-PM2.5-24g","DsWrocNaGrob-PM2.5-24g","DsZgorBohGet-PM2.5-24g","KpBydBerling-PM2.5-24g","KpGrudSienki-PM2.5-24g","KpToruDziewu-PM2.5-24g","KpWloclGniaz-PM2.5-24g","KpZielBoryTu-PM2.5-24g","LbBiaPodOrze-PM2.5-24g","LbChelPolan-PM2.5-24g","LbLubSliwins-PM2.5-24g","LbZamoHrubie-PM2.5-24g","LdLodzCzerni-PM2.5-24g","LdLodzLegion-PM2.5-24g","LdPioTrKraPr-PM2.5-24g","LuGorzPilsud-PM2.5-24g","LuZarySzyman-PM2.5-24g","LuZielKrotka-PM2.5-24g","MpBochKonfed-PM2.5-24g","MpKrakBujaka-PM2.5-24g","MpNoSaczNadb-PM2.5-24g","MpTarBitStud-PM2.5-24g","MpTrzebOsZWM-PM2.5-24g","MpZakopaSien-PM2.5-24g","MzPlocKroJad-PM2.5-24g","MzRadHallera-PM2.5-24g","MzWarKondrat-PM2.5-24g","MzWarWokalna-PM2.5-24g","OpKluczMicki-PM2.5-24g","OpOpoleOsAKr-PM2.5-24g","PdBialWarsza-PM2.5-24g","PdLomSikorsk-PM2.5-24g","PkJasloSikor-PM2.5-24g","PkKrosKletow-PM2.5-24g","PkNiskoSzkla-PM2.5-24g","PkRzeszRejta-PM2.5-24g","PmGdaPowWiel-PM2.5-24g","PmSlupKniazi-PM2.5-24g","SkBuskRokosz-PM2.5-24g","SkKielTargow-PM2.5-24g","SkKielWarsza-PM2.5-24g","SkSkarZielnaMOB-PM2.5-24g","SkStaraZlota-PM2.5-24g","SlBielSterni-PM2.5-24g","SlCzestoZana-PM2.5-24g","SlGliwicMewy-PM2.5-24g","SlGodGliniki-PM2.5-24g","SlKatoKossut-PM2.5-24g","SlKatoPlebA4-PM2.5-24g","SlTarnoLitew-PM2.5-24g","SlZlotPotLes-PM2.5-24g","SlZorySikor2-PM2.5-24g","WmElbBazynsk-PM2.5-24g","WmOlsPuszkin-PM2.5-24g","WmOstrPilsud-PM2.5-24g","WmPuszczaBor-PM2.5-24g","WpPleszAlMic-PM2.5-24g","WpPoznDabrow-PM2.5-24g","ZpKoszSpasow-PM2.5-24g","ZpMyslZaBram-PM2.5-24g","ZpSzczAndr01-PM2.5-24g","ZpSzczec1Maj-PM2.5-24g"
"11/18/2019 0:00","","9.92","12.73","15.2","15.94","21.731617","27.2925","25.567196","19.231011","15.564304","18.4","22.5","21.5","23.3","20.363636","24.636364","29.545455","22.4","19","15","14.12","33.26","17.16","14.5","16.03","8.87","30.28","24.48","19.78","18.51","17","20","18.157454","19.75423","16.6","14.6","23.2","30.1","19","15","19.427217","19.320942","15.4","23.01577","21.291683","11.2","21.8","29.6","25.2","26.2","30","20.5","19.1","18.4","20.87","20.21","22.33","15.39","22.9","24.53","24.69","23.22","20.01","33.54"
"11/19/2019 0:00","","9.54","41.81","19.49","17.17","5.71747","34.165808","18.428593","24.43013","11.796206","24.5","21.5","27.2","25.7","19.818182","23.909091","42.545455","23.5","14","11.5","19.6","32.11","19.2","10.97","12.26","14.06","17.04","21.94","20.68","19.05","17","20","21.698118","32.523189","18.5","25.1","34.8","22.3","17","9","18.31233","22.894798","18.70807","34.885568","20.218917","13.5","21.5","30.8","53.8","28.3","30.5","31.8","16.8","18","21.16","21.14","23.04","19.12","23.42","","10.17","26.85","10.81","16.68"
"11/20/2019 0:00","","23.33","45.75","38.67","24.49","13.408561","22.474979","24.318683","20.607681","21.052917","15.5","18.6","20.2","19.8","25.909091","30.090909","37.181818","27.3","30.4","35.3","40.53","42.86","52.26","19.84","17.69","53.57","24.3","24.66","17.42","17.24","34","38","9.750588","14.74878","24.4","17.4","23.9","18.3","21","15","22.15556","19.501252","19.081471","27.989335","18.063965","49.3","28.4","48.8","55.5","42.3","40.4","34.7","27.9","33.7","18.57","18.82","19.49","11.52","30.79","","25.6","41.91","29.92","27.56"
"11/21/2019 0:00","","36.52","60.63","26.88","58.19","7.055656","8.387065","9.109589","9.131739","10.541382","10.5","9.2","8.5","9.3","16.727273","20.636364","18.090909","19.2","39.1","29.8","15.25","22.42","43.41","13.99","13.11","23.44","15.41","13.24","8.35","8.71","20","28","6.137253","11.340216","10.2","10.3","13","7.35","","4","12.150559","10.822511","10.846441","13.935722","12.391585","40.2","16.9","42.6","57.6","29.2","33.6","31.1","16.5","32.7","7.62","8.24","8.14","8.35","22.86","","11.44","28.67","22.17","12.87"
"11/22/2019 0:00","","12.13","11.37","18.18","33.79","4.722418","18.280435","17.960235","11.479469","15.703984","15.8","13.8","10.8","13.6","15.363636","20.727273","20.818182","23.8","22.2","19.5","21.77","25.52","12.02","15.79","13.39","5.57","19.4","14.32","11.79","12.34","17","26","12.029335","19.349156","10.6","11","14.6","11","7","10","12.960359","13.068663","12.591596","15.777854","12.676646","24.9","15.5","27.9","37.3","25.8","28.1","27.1","17.7","21.3","15.02","18","14.94","11.89","18.03","","17.79","26.67","19.28","17.77"
"11/23/2019 0:00","","19.75","7.36","21.94","36.88","21.528331","18.765559","20.495455","23.92227","18.260417","19.1","14.9","14","16.8","21.363636","31.636364","28.090909","24.2","22.7","23.7","88.42","33.84","9.62","17.92","21.86","33.59","20.31","18.86","13.79","13.97","27","32","16.023982","20.515949","11.2","14","18.6","14.6","14","12","20.206414","17.969574","18.09058","19.777581","16.877944","16.4","20","45.4","48.9","35.8","37.6","33.9","25.7","33.9","17.16","19.22","16.2","15.26","27.5","","23.05","31.2","24.7","23.93"
"11/24/2019 0:00","","35.03","10.89","23.42","67.36","28.422609","24.522373","27.555322","24.723835","20.510703","19.9","15.8","19.5","17.8","22.181818","34.181818","28.454545","27.6","37.9","23.2","32.64","27.4","12.68","23.15","19.87","48.14","27.38","23.21","18.14","19.78","27","33","19.074371","23.041558","9.62","14.6","18.4","13.8","16","13","19.815584","17.312313","17.29028","19.254343","14.990267","24.8","19.7","52.9","49.7","29.1","33.2","33.8","19.5","34","24.54","24.96","23.83","18.23","26.4","","24.13","36.65","29.01","25.19"
"11/25/2019 0:00","","31.71","13.99","44.48","53.46","27.806523","22.391618","26.076015","28.576418","15.148255","22.7","13.8","20.1","14.5","22.818182","41","30.909091","41.7","43.9","39.3","38.47","29.95","43.1","25.77","29.03","40.29","24.84","15.42","16.33","15.42","41","53","20.027599","24.392281","19.7","18.1","18.3","14.7","20","9","17.239419","19.441697","18.981818","18.224884","14.077334","64","24.4","63","65.1","47.3","52.8","56.9","26","39.6","19.93","18.63","16.35","19.41","37.27","","23.6","46.63","38.4","18.49"
"11/26/2019 0:00","","29.72","12.39","39.71","20.17","30.755092","27.033401","27.316231","26.705379","14.183098","17.2","14.4","12.1","11.4","16.727273","37","29.363636","33.7","30.4","33.1","41.89","29.51","71.31","20.77","25.46","","25.09","14.14","21.04","20.32","29","30","14.76201","32.907461","18.6","27.8","15.6","10.2","17","13","12.306487","10.027257","8.682134","11.52681","8.573195","31.4","25.7","68.9","90.9","44.3","48.2","53.4","26.8","54.4","20.39","18.3","18.56","12.2","45.84","","28.32","36.65","27.4","29.36"
"11/27/2019 0:00","","26.7","15.28","23.25","23.79","34.989706","32.706219","20.353358","27.343331","26.955145","17.4","16.5","15.7","17.6","30.363636","40","39.272727","25.8","20.7","23","41.13","30.22","33.13","18.63","28.45","23.1","28.73","23.58","25.58","22.5","19","19","12.347159","22.549768","20","24.8","24.1","12.6","17","18","21.743606","23.050209","21.07311","30.120754","22.373541","14.1","34.7","53.1","63.4","37.7","52.8","37","31.7","42.4","30.21","23.36","31.67","11.31","31.57","","34.49","27.4","17.66","35.89"
"11/28/2019 0:00","","6.54","8.24","10.12","12.15","20.030833","24.220721","22.556245","19.065049","14.43122","20.9","21.2","15.6","22.7","24.363636","31","41.545455","11","9.1","10.5","21.09","","22.22","12.77","35.5","34.37","26.91","30.37","26.31","25.94","18","18","22.043269","40.180923","13.9","13.4","21.5","11.3","29","8","24.389451","30.582778","26.499518","23.484899","30.455099","10.4","20.3","20.6","20.7","22.8","29.9","19.4","21.3","22.9","27.4","31.48","","24.43","19.77","","13.07","9.8","5.23","12.14"
"11/29/2019 0:00","","4.45","4.42","4.53","7.26","4.106932","6.640468","2.229623","5.130052","2.915122","20.8","11.2","12.4","11","10.090909","14.818182","15.272727","7.1","6.4","8.4","12.75","10.36","19.93","9.27","11.26","5.87","9.64","15.41","9.98","11.43","8","7","13.972186","21.606413","13.6","10.6","9.24","7.36","22","8","15.4","10.5","12.263859","7.780233","12.963872","10.7","15.4","10.1","10.5","8.3","10.4","9.7","10.9","11.5","6.92","7.71","","11.55","9.73","","3.09","3.81","3.6","2.18"
"11/30/2019 0:00","","7.72","13.84","8.87","13.87","9.714674","16.394748","5.993433","10.551651","3.795118","19.1","12.2","11.7","12.7","13.909091","19.727273","16.909091","15.9","4.1","14.2","21.88","18.89","10.27","16.21","29.64","22.57","10.36","13.78","9.43","9.8","16","12","4.575703","20.150086","11.4","14.6","11.4","9.04","4","8","13.9","18.3","18.236032","9.630729","16.273615","30.1","15.4","21.4","46.6","23.3","23.9","16.7","9.9","26.9","14.29","4.93","","2.78","16.89","","6.35","8.71","5.41",""
"12/1/2019 0:00","","18.15","38.35","26.43","43.52","17.855398","19.289676","13.128002","15.02646","8.009492","36.1","26","24.3","27.6","25.818182","34.454545","37.181818","17","28.8","27.3","37.6","40.15","59.6","27.1","30.62","34.7","23.64","28.11","21.41","25.76","34","38","16.287325","37.158218","21.8","24.2","45.4","24.5","5","7","50.437322","27.8","28.328303","25.111159","32.227557","24.6","30.5","74.2","83.4","37.1","50.6","58.9","23.5","55.5","14.18","16.67","","10.85","33.41","","10.16","16.69","7.93",""
"12/2/2019 0:00","","13.91","10.03","28.88","26.68","13.007783","22.936013","15.904445","21.430962","7.980039","40.9","25.6","24.7","28.6","35.363636","40.272727","41.272727","16.1","19.3","17.6","32.02","41.49","34.39","22.82","37.09","32.17","36.91","36.63","21.59","23.95","36","30","23.813631","39.52178","15.5","18.5","36.5","15.4","7","22","28.01497","32.4","34.992818","25.759099","26.781979","18.3","34.7","45.7","42.5","32.7","39.4","31.8","21.6","54.9","13.17","17.38","","13.48","37.05","","6.54","9.98","8.29",""
"12/3/2019 0:00","","11.82","19.39","16.2","15.72","11.490883","15.473642","12.96026","12.586487","5.749395","30.1","17.9","17.6","22.7","20.454545","28.272727","24.636364","22.3","12","14.8","33.24","25.59","26.23","26.79","34.08","14.21","19.09","22.85","16.87","18.14","15","19","10.594894","25.487041","32.3","39.6","22","19.5","6","8","32.213634","29.6","","19.19779","22.249905","24.3","16.5","37.4","75.1","27.8","42.2","30","18.6","43.5","15.3","12.52","","6.6","24.15","","11.62","13.43","7.03","3.08"
"12/4/2019 0:00","","15.2","12.23","22.13","23.33","16.411982","18.923305","21.682097","21.070866","7.451049","38.2","29","31.6","26.1","25.545455","32.909091","31.818182","22.5","15.2","18.3","30.62","50.91","83.48","22.13","46.17","60.93","38.18","29.2","23.22","24.13","27","26","17.758184","28.694196","37","29.7","26.5","19.4","7","15","51.100977","","","29.260826","36.655451","22.9","21","","41.3","25.9","47.6","30.7","30.7","33.7","14.6","13.33","","10.39","30.87","29.49","20.51","25.76","17.48","3.81"
"12/5/2019 0:00","","34.72","19.92","31.64","26.88","37.725334","38.798886","35.708125","40.567804","22.452344","33.1","25.5","24.5","27.4","27.181818","33.909091","42.909091","38.9","21","26.8","44.12","68.2","72.26","16.14","43.62","80.05","44.73","40.8","26.49","30.48","22","30","29.977957","48.247071","15.4","17.2","33.3","12.9","18","","36.99385","35.7","","29.79414","43.563636","60.5","20.8","21.4","24.3","26.9","38.7","18.5","28.5","23.7","35.49","30.27","36.51","25.39","35.59","42.82","27.23","35.75","22.35","21.23"
"12/6/2019 0:00","","20.79","24.99","33.54","31.58","31.844656","31.962819","31.5729","26.470331","21.064834","42.4","25.5","26.8","27.6","31.545455","39.545455","41.363636","19.7","22.8","24.5","76.39","53.06","80.87","16.52","31.69","128.18","36.55","44.06","30.3","33.02","29","33","33.573438","47.592502","13.2","15.2","35.7","11.7","15","","46.402749","41.9","","29.956712","38.446154","42.3","22","24.1","19.9","21.1","28.7","23.3","29.8","20.7","33.39","32.96","35.81","33.61","36.23","30.14","22.7","26.13","18.75","5.81"
"12/7/2019 0:00","","7.73","16.39","10.91","14.48","9.752408","14.79454","11.534645","11.168632","7.902967","28.1","19.5","20.2","18.6","17.909091","24.090909","21.181818","7","11.9","7.5","29.47","35.68","33.3","14.17","24.81","37.27","24.37","25.02","17.05","17.24","18","12","22.17929","30.338638","11.5","11.9","18.8","10","4","","24.542369","28.1","","17.825939","16.354545","6.9","15.1","18.1","16.9","19.3","22.1","18.5","20","19.2","12.82","13.91","13.64","19.36","16.89","13.23","6.35","4.67","3.6","2.9"
"12/8/2019 0:00","","4.8","6.41","7.49","9.72","5.863139","8.653356","5.963757","8.47732","5.472309","16.6","15.9","14.9","14.8","9.090909","14.454545","13.545455","6.6","7","6.6","9","12.73","27.67","9.73","14.1","35.5","9.09","15.41","7.44","7.44","8","10","9.487321","20.235855","9.9","9.98","12.8","8.74","3","","17.638945","17","","10.524131","14.964181","5.3","10.3","15.2","11.6","14.4","19.8","11.1","11.9","13.1","7.16","7.61","8.33","9.21","11.35","8.76","4.72","6.53","3.61","3.44"
"12/9/2019 0:00","","4.44","7.92","9.35","8.42","7.854422","10.932715","9.710623","10.733576","5.848013","22.7","23.8","18.5","20.2","16.909091","24.090909","35.545455","9.2","7.6","8.9","18","35.92","55.28","13.52","29.16","60.73","15.09","27.2","13.24","14.51","12","18","18.874776","29.189841","15","19.3","19.6","15.9","6","","","","","24.351235","27.409589","6","17.1","22.1","31","20.8","30","21.7","20.6","33.6","10.39","11.84","12.17","10.8","15.43","11.08","5.26","8.35","3.97","4.71"
"12/10/2019 0:00","14.65","14.16","17.45","12.79","16.39","16.448112","24.467962","12.589373","22.885335","4.257643","25.8","24.6","19.5","24.6","16.363636","25.090909","21.454545","15.9","11.3","15.8","20.22","19.96","28.76","16.74","22.4","21.93","31.27","20.49","13.43","13.61","21","18","16.913914","20.605992","24.6","31.1","25.6","13.6","7","","","25.135697","26.05644","10.948286","17.155481","21.4","17.2","24.7","40.1","26.9","25.1","19.3","16","30.1","13.28","9.43","9.66","11.69","24.61","17.19","9.8","16.15","5.77","5.26"
"12/11/2019 0:00","30.69","33.23","9.91","33.3","14.47","27.559076","30.498074","27.577818","31.817239","16.520019","17.2","18.9","21.1","20","33.636364","42.272727","57.363636","26.2","19.6","23.7","26.65","37.29","39.67","32.91","35.05","48.31","19.58","29.01","29.93","29.21","40","39","9.060537","23.957804","20.6","18.4","25.8","14.6","20","","","24.971482","19.182865","28.115545","27.737372","45.6","53.2","104.3","167.9","59.7","59.9","64.5","22.1","101.4","23.25","18.41","23.71","7.67","38.04","33.47","13.26","24.31","10.64",""
"12/12/2019 0:00","54.9","29.84","18.49","29.51","23.88","33.038053","33.403254","32.544003","26.215396","22.321841","20.5","25.7","22.1","26.6","37.454545","50.272727","68","28.5","20.1","25.9","72.5","81.69","83.06","23.42","63.37","65.85","43.88","43.52","32.48","27.03","32","24","19.728146","39.382517","20.7","30","29.8","19.9","29","","","36.849848","26.646424","57.834827","30.418493","101","37.2","96.2","188","73.2","86.3","62.3","46.4","112.1","31.53","28.53","32.14","19.77","47.12","45.65","32","28.12","16.95","15.59"
"12/13/2019 0:00","19.97","24.35","15.45","24.49","23.53","24.32095","28.365425","21.532379","20.829657","20.204318","16","11.4","12.7","13.1","27.545455","39.272727","39.363636","33.3","29.3","22.6","34.17","43.7","19.31","9.18","22.2","20.91","31.19","18.31","19.23","18.87","35","43","13.046155","19.905015","11.4","12.1","16.9","11.5","22","","","13.022267","11.872943","18.982097","13.898237","29.6","26.6","81.8","96.3","51.6","57.3","52.4","27.7","78.4","23.61","19.75","23.13","18.63","41.4","44.19","27.59","50.44","","31.91"
"12/14/2019 0:00","9.48","3.57","9.37","8.09","8.63","12.214409","15.486568","12.569288","14.499556","10.003724","13.5","15.2","16.9","17.1","16.272727","21.636364","21","10.7","7.9","7.6","14.26","9.65","18.65","17.56","11.44","15.99","26.29","23.21","17.24","16.15","10","11","9.932145","22.377744","13.1","12.8","22.1","13.6","17","","","12.57991","10.909289","11.138712","15.350199","2.5","10.4","12.3","10.7","10.5","12.6","11.1","11.1","14.2","22.21","17.85","19.78","13.06","18.79","15.19","16.33","13.06","","14.14"
"12/15/2019 0:00","7.19","3.39","8.03","6.62","10","3.130723","8.780735","7.826389","8.657757","3.146328","14.5","10.6","9.2","10.4","9","14.272727","12.454545","7.4","8.3","5.9","8.72","9.74","13.21","8.34","15.41","5.56","9.97","12.33","8.53","6.71","8","12","8.915294","21.871463","10.8","11.8","10.4","8.16","3","","","11.677415","9.77326","7.663285","8.517872","3.3","9.9","7.3","9.1","11.1","15.1","12.1","9.2","12.7","9.29","8.64","9.91","8.82","9.53","9.71","5.08","6.17","2.88","4.35"
"12/16/2019 0:00","18.34","10.81","11.44","21.38","12.8","14.783718","16.012687","17.548855","21.380196","7.407192","24.8","27.9","25.3","30.2","24.272727","32.363636","45","16.2","11.3","14.1","17.72","27.61","53.59","18.11","19.16","55.46","21.03","29.38","18.33","17.05","23","18","15.324947","34.042762","18.8","18.8","36","13.5","9","","","30.817461","25.165924","34.658854","28.135341","20","40.6","46.8","99.1","37","39.1","34.2","17.6","41","15.61","12.35","15.49","11.22","24.06","24.82","9.98","19.41","8.47","11.24"
"12/17/2019 0:00","52.33","22.79","11.5","32.95","16.78","37.424039","43.163495","33.571331","41.81551","24.376624","30","27.2","20.1","16.1","39.090909","46.909091","69","38.7","16.6","17.2","14.86","82.9","36.94","13.84","24.99","73.01","41.16","39.71","33.56","31.02","17","16","40.70916","55.54385","13.9","12.9","31.7","9.42","32","","","35.013879","23.709522","40.139436","29.954001","11.8","46.3","84.7","","84.8","67","21.9","24.6","57.1","40.57","37.52","37.58","38.31","38.39","41.18","20.88","23.59","13.34","25.38"
"12/18/2019 0:00","32.6","14.57","38.88","23.35","24.47","23.488961","25.616202","19.211552","27.670796","12.344077","29.5","25.8","20.3","17.2","18.727273","28.454545","34.181818","23.7","17.9","13.1","26.87","54.46","51.35","18.62","30.62","43.06","18.68","31.55","23.77","22.13","38","38","22.715181","36.634464","26.8","15.8","18.8","11.9","9","","","46.196442","28.700522","25.977824","18.954201","27.5","31.9","40.4","99.5","39.4","43.7","21.3","17.9","36.9","25.41","16.9","21.58","21.02","34.85","38.72","8.17","19.05","6.31","10.51"
"12/19/2019 0:00","39.97","39.72","50.45","42.7","45.39","32.04989","36.769019","28.32699","30.107496","13.059584","33","44.4","47","36.1","35.818182","52.909091","63.181818","29.5","35.3","29","65.15","52.59","74.97","28.38","30.91","61.13","34.45","35.72","35.2","34.65","36","49","16.877384","26.590819","26.2","21","44.8","23.6","23","","45.698948","56.731521","","49.046154","39.011219","23.9","55.5","98.3","98.7","66","74.5","57.1","34","62","22.02","20.91","6.78","11.61","47.85","52.89","21.05","41.37","25.71","27.38"
"12/20/2019 0:00","13.21","22.54","11.21","14.04","22.11","19.706983","26.76213","17.330549","19.901692","17.820111","33.6","37.9","23.4","34.5","20.818182","29.272727","32.818182","27.6","31.7","17.7","14.43","29.69","16.01","14.41","12.11","8.69","29.92","28.65","23.22","23.22","13","11","25.139041","31.563179","13.4","12.7","37.6","8.3","","","16.814201","18.039921","8.618495","36.143774","20.034558","11.1","13.9","10.7","9.9","15.1","19.5","14","19.9","13.4","25.62","24.08","23.96","22.06","22.43","22.78","28.85","41.18","27.76","28.09"
"12/21/2019 0:00","29.63","16.51","36.34","20.95","28.09","21.28318","31.868568","21.712327","31.473029","11.780809","37.6","28.8","22.2","27.8","20.909091","33.454545","41.181818","26.4","24.2","16","15.9","17.05","13.68","14.52","16.79","14.9","23.57","31.19","23.04","18.14","24","17","25.901608","39.640674","13.3","13.7","31.3","11.5","","","18.816059","24.085883","18.556232","30.88771","27.017442","24.1","20.7","30.7","27.9","23.6","27.2","19.6","19.2","22.2","26.13","25.11","25.79","26.85","40.08","28.33","21.61","28.3","14.78","15.59"
"12/22/2019 0:00","42.78","22.77","16.85","28.64","21.59","18.080084","29.198785","20.554157","18.664828","7.28387","23.5","20.5","14.4","27","11.272727","20.545455","20.272727","13.6","32.4","18.1","32.5","23.83","19.45","31.62","29.16","20.38","17.59","20.31","11.61","12.52","24","30","18.901978","24.330326","10.8","19.6","21.8","11.2","","","21.525931","16.783179","15.655115","13.9362","16.208841","30.3","12.2","29.8","34.5","33.7","36.3","21.4","18.7","44.1","18.01","11.44","16.24","10.84","62.17","32.19","9.07","27.22","14.6","8.89"
"12/23/2019 0:00","15","11.07","6.58","19.85","10.47","15.781035","24.882019","11.187784","18.611099","6.666389","24.2","20.3","13.2","16.4","15.727273","23.090909","23.363636","17.8","7.5","11.4","31.68","19.85","11.22","18.2","23.44","22.11","18.13","16.14","13.79","11.25","22","25","14.289942","25.211946","7.93","17.5","20.3","8.39","","","17.774993","11.560287","8.000145","7.834303","13.330424","25.3","15.1","19.5","40.2","26.5","28.1","13","19.5","39.1","13.48","6.79","10.53","10.15","39.92","21.61","14.89","18.69","12.98","10.15"
"12/24/2019 0:00","16.29","7.29","5.58","12.05","11.78","9.536649","19.065859","5.088874","17.297325","4.762822","13.6","9","5.2","8.6","11.818182","17.818182","14.909091","14.6","11.9","13.3","17.29","11.89","11.86","14.97","21.46","","14.32","10.52","9.43","8.71","15","21","5.538034","13.582146","6.12","11.3","9.31","4.72","","11","10.208668","9.990344","9.336873","5.406762","7.76406","20.3","12.9","18.7","20.3","18.4","24.1","19.3","10.7","25.8","12.68","9.12","9.98","6.52","26.88","20.24","11.98","17.96","10.27","7.97"
"12/25/2019 0:00","8.19","5.68","5.9","9.8","8.37","26.022016","38.454971","33.4017","38.866467","13.4878","20.1","14.4","16.2","18","27","33.181818","50.545455","15.2","8.4","8.3","23.97","15.52","19.49","31.46","25.3","12.35","29.01","27.93","16.87","15.78","20","17","5.801296","16.696507","20.9","32.1","20.8","22.9","","10","38.943383","39.008276","37.484544","19.567882","25.445455","19","33.3","22.1","14.5","18.7","23","16.6","7.7","23.8","24.53","10.23","15.95","6.24","42.95","26.9","16.15","17.06","16.59","14.5"
"12/26/2019 0:00","8.47","4.96","3.98","6.93","9.7","3.275188","16.435537","10.684015","9.021446","5.594819","15","14.9","10.2","13.2","12.545455","16","16.545455","6.3","7.2","6","19.76","14.1","12.84","16.38","17.6","11.97","13.24","15.05","11.43","10.89","9","9","5.728698","16.798329","8.75","16.6","17.2","10.8","","8","13.725547","11.985646","12.1011","3.484352","12.755009","16.3","13.5","9.6","11.5","14.2","12.6","10.5","10.3","22.6","12.39","10.5","9.84","6.93","23.64","10.11","3.63","4.17","5.05","4.53"
"12/27/2019 0:00","9.96","7.43","7.34","7","8.41","1.483722","11.195402","3.35292","5.365275","5.228558","12","8.5","5","12.3","9","15.090909","16.909091","7.3","6.6","8.6","20.53","12.84","14.79","16.48","14.1","9.67","8.34","9.97","7.26","7.44","13","8","3.086762","12.539498","7.98","14.4","12.7","7.43","","6","9.182513","8.493102","7.582508","","12.908856","14.4","11.3","10.4","15.1","14.1","14.9","10.5","8.1","20.4","6.77","4.12","7.65","4.39","27.09","7.11","2.72","6.35","3.97","3.63"
"12/28/2019 0:00","8.92","7.75","7.64","5.74","8.73","2.532864","13.102083","5.893618","4.565911","5.5328","8.1","7","5.2","5.5","6.363636","13.454545","12.818182","7.6","7.4","7.7","14.83","6.96","11.82","10.82","11.31","7.72","16.32","5.98","3.81","3.81","12","6","4.575687","8.979644","4.37","8.17","8.86","5.08","","8","7.329274","3.510767","5.209565","","6.109313","15","12.2","8.9","15.4","6.5","11.1","13.6","9.1","12.5","8.96","4","6.31","4.11","25.62","5.74","3.45","7.26","6.67",""
