"Czas uśredniania","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g","24g"
"Jednostka","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3","ug/m3"
"Kod stanowiska","DsLegPolarna-PM2.5-24g","DsOsieczow21-PM2.5-24g","DsWalbrzWyso-PM2.5-24g","DsWrocNaGrob-PM2.5-24g","DsZgorBohGet-PM2.5-24g","KpBydBerling-PM2.5-24g","KpGrudSienki-PM2.5-24g","KpToruDziewu-PM2.5-24g","KpWloclGniaz-PM2.5-24g","KpZielBoryTu-PM2.5-24g","LbBiaPodOrze-PM2.5-24g","LbChelPolan-PM2.5-24g","LbLubSliwins-PM2.5-24g","LbZamoHrubie-PM2.5-24g","LdLodzCzerni-PM2.5-24g","LdLodzLegion-PM2.5-24g","LdPioTrKraPr-PM2.5-24g","LuGorzPilsud-PM2.5-24g","LuZarySzyman-PM2.5-24g","LuZielKrotka-PM2.5-24g","MpBochKonfed-PM2.5-24g","MpKrakBujaka-PM2.5-24g","MpNoSaczNadb-PM2.5-24g","MpTarBitStud-PM2.5-24g","MpTrzebOsZWM-PM2.5-24g","MpZakopaSien-PM2.5-24g","MzPlocKroJad-PM2.5-24g","MzRadHallera-PM2.5-24g","MzWarKondrat-PM2.5-24g","MzWarWokalna-PM2.5-24g","OpKluczMicki-PM2.5-24g","OpOpoleOsAKr-PM2.5-24g","PdBialWarsza-PM2.5-24g","PdLomSikorsk-PM2.5-24g","PkJasloSikor-PM2.5-24g","PkKrosKletow-PM2.5-24g","PkNiskoSzkla-PM2.5-24g","PkRzeszRejta-PM2.5-24g","PmGdaPowWiel-PM2.5-24g","PmSlupKniazi-PM2.5-24g","SkBuskRokosz-PM2.5-24g","SkKielTargow-PM2.5-24g","SkKielWarsza-PM2.5-24g","SkSkarZielnaMOB-PM2.5-24g","SkStaraZlota-PM2.5-24g","SlBielSterni-PM2.5-24g","SlCzestoZana-PM2.5-24g","SlGliwicMewy-PM2.5-24g","SlGodGliniki-PM2.5-24g","SlKatoKossut-PM2.5-24g","SlKatoPlebA4-PM2.5-24g","SlTarnoLitew-PM2.5-24g","SlZlotPotLes-PM2.5-24g","SlZorySikor2-PM2.5-24g","WmElbBazynsk-PM2.5-24g","WmOlsPuszkin-PM2.5-24g","WmOstrPilsud-PM2.5-24g","WmPuszczaBor-PM2.5-24g","WpPleszAlMic-PM2.5-24g","WpPoznDabrow-PM2.5-24g","ZpKoszSpasow-PM2.5-24g","ZpMyslZaBram-PM2.5-24g","ZpSzczAndr01-PM2.5-24g","ZpSzczec1Maj-PM2.5-24g"
"10/4/2019 0:00","10.86","7.46","8.42","8.35","11.93","8.901642","13.272104","8.657091","14.702297","6.661111","39.2","23.3","15.8","16.7","11","15.272727","24.363636","11.6","8.3","8","11.99","15.74","17.14","18.11","12.95","11.28","13.06","13.78","15.24","12.7","10","11","14.607645","21.256967","12","16.6","15.2","11.5","3","4","11.740966","16.505105","13.491154","11.553076","15.50451","13.1","12.1","16.2","23.6","13.1","19","17.3","9.8","14.3","12.51","5.67","13.37","3.09","16.48","11.6","5.99","12.52","5.59","10.33"
"10/5/2019 0:00","14.5","10.55","11.03","13.47","10.03","4.432608","9.354994","8.645513","8.367409","8.125388","24.7","24.1","18.5","20.7","13.363636","15.272727","16.272727","10.8","8.8","12","10.78","13.48","14.81","13.92","8.89","11.99","11.42","17.41","11.79","11.07","17","15","11.602676","14.083791","9.73","8.59","13","7.47","1","6","11.487905","12.182598","13.100238","14.793433","13.067675","12.7","13.9","18.2","21.5","7.8","9.4","13.6","10.3","12.1","5.75","5.95","8.91","2.31","24.11","10.75","3.45","13.24","5.95","5.8"
"10/6/2019 0:00","11.8","7.93","22.53","12.44","11.83","8.250064","15.357251","8.409955","14.822063","7.705138","45.5","12.7","9.7","8.6","10.363636","20.909091","31","7.5","10.3","7.1","15.25","11.46","17.3","10.36","9.38","11.06","8.88","15.23","6.89","7.26","11","13","11.702479","20.103916","10.2","9.04","13.8","11","3","12","12.725012","13.266023","10.273288","11.147095","13.872464","20.5","13.4","20","35.8","16.9","16.6","11.3","9.1","19.7","8.74","6.52","8.91","3.38","27.05","16.32","5.99","24.68","14.41",""
"10/7/2019 0:00","31.42","13.7","37.26","23.07","27.78","12.321176","12.882464","13.520457","20.352782","7.94935","29.8","18.5","19.6","16.8","25","27.363636","36.636364","7.3","37.5","15.8","23.44","23.24","27.14","31.46","11.68","21.93","12.69","21.94","12.7","16.87","21","28","14.262732","37.529466","18.7","27.4","19.2","18.2","4","7","36.525073","27.949649","20.865533","16.851184","23.725515","23.1","46.5","49.2","65.5","24.6","32.7","18.6","9.1","30.2","8.19","10.08","11.41","3.06","39.01","38.2","10.35","19.23","14.06",""
"10/8/2019 0:00","14.76","11.06","8.43","18.53","13.04","18.472249","23.79378","18.686977","12.916089","10.737867","17.2","15.1","16.5","14.5","23.363636","26.636364","33.727273","9.9","12.5","10.4","10.8","20.66","20.38","13.84","17.29","23.75","21.22","18.31","13.97","16.51","17","23","19.346697","26.386997","18.3","13.9","16.5","10.7","13","7","26.777157","26.036355","22.900416","15.289857","20.791287","12.9","22.4","35.6","31.5","30.6","34.9","23.9","20.3","17.9","15.89","13.59","17.16","11.01","20.04","21.8","11.83","13.79","7.93",""
"10/9/2019 0:00","6.46","5.43","4.79","5.79","6.05","8.703015","13.189533","11.272698","11.09985","6.659006","15.8","15.2","14.2","17","9","13.636364","16.818182","13.4","8.8","9.1","13.06","16.59","23.75","15.23","18.32","20.84","12.33","17.23","9.8","9.8","9","9","13.255086","25.680096","14.6","13.9","18.6","14.8","7","7","","17.353309","15.818469","13.385274","15.863925","16.4","11.1","16.8","16.9","16.6","23.4","12","11.3","19","11.49","11.64","13.14","6.46","","11.2","11.98","10.7","6.85","11.06"
"10/10/2019 0:00","3.7","3.87","10.21","5.47","4.48","4.649934","9.425455","9.070837","8.131545","6.029095","17.3","10.3","10.7","12.2","8.454545","9.909091","9.909091","7.6","7.4","5.3","8.11","7.18","12.93","9.14","5.9","5.25","7.43","8.16","5.62","7.26","7","5","7.181286","14.538051","8.6","9.3","11.6","8.42","6","5","6.804317","8.266133","8.281818","6.408324","9.690909","14","11.9","12","","8","12.4","8.1","8.6","10.1","8.28","7.63","7.45","5.41","","9.2","7.8","6.71","5.59","4.89"
"10/11/2019 0:00","7.28","5.28","5.99","7.67","7.8","6.946216","7.363848","8.993452","7.694463","7.560051","10.6","9.6","7.9","7.1","6.181818","10.454545","10.545455","9.7","6","8.4","7.41","10.36","20.02","6.54","6.27","16.7","7.98","7.8","5.81","7.62","7","8","9.668879","14.755852","6.64","5.83","16.4","6.54","5","4","10.089178","11.469587","11.027674","6.570789","9.681466","10.3","8.2","10.6","10.9","7.6","14.9","8.4","9.6","10.4","8.54","9.16","9.54","6.82","","8.31","7.44","7.8","5.95","5.8"
"10/12/2019 0:00","7.78","6.54","7.96","6.65","8.45","6.186966","7.727347","5.182468","12.694025","6.89981","10.7","10.5","8.8","8.3","9.545455","10.818182","11.545455","9.1","8.3","8.6","8.25","12.71","22.09","8.21","11.75","27.01","9.25","9.61","6.89","8.16","11","12","10.358846","13.039467","9.86","7.62","10.1","7.77","4","5","13.292904","13.481978","12.492045","10.388593","10.145639","8.8","9","12.7","14","12.1","18.9","9","10.9","15.4","","7.58","7.25","5.69","","14.43","4.9","9.25","8.11","5.98"
"10/13/2019 0:00","9.2","9.39","9.38","8.94","10.93","13.353599","18.773265","14.372402","10.167315","9.896209","13.2","12.8","12.3","10.8","27.272727","14.909091","17","16.1","9.1","10.9","15.94","19","20.53","11.18","16.38","17.6","12.51","13.96","10.34","10.32","13","11","14.698459","24.617301","13.3","11.2","15.1","9.12","6","5","14.844829","21.260736","15.818757","12.870663","11.858211","11.4","11.7","12.5","16.4","12.8","19.5","10.2","11.4","14","","15.3","14.66","8.77","","12.95","9.44","15.42","11.53","9.42"
"10/14/2019 0:00","12.85","9.68","11.54","14.05","16.84","11.525719","19.111247","15.61442","26.117068","9.001859","18.8","26.1","20.1","26.7","10.636364","29.818182","35.909091","13.2","16.7","15.3","20.36","25.26","26.21","14.72","18.56","20.22","18.86","20.85","14.88","14.17","17","12","18.548075","24.789561","17.1","17.3","30.1","16.3","6","7","18.833088","28.904342","20.264005","21.932754","23.170798","20.7","18.6","26","31.8","19.8","31.8","18.9","11.5","32.9","","12.58","17.21","9.93","","16.77","8.71","12.52","10.09","13.23"
"10/15/2019 0:00","15.42","15.7","13.8","19.93","24.3","21.780305","24.823406","28.286856","27.377275","14.667168","20.7","29","26.6","30.7","16.818182","19.636364","39.454545","25.6","31.4","25.1","22.2","26.01","23.46","20.89","18.74","14.17","30.1","26.48","21.05","22.22","23","20","18.466231","21.938308","21.9","22.7","27.1","20.5","13","15","21.684829","24.184801","22.183028","26.328236","24.94362","16.1","29.2","34.1","33.7","32.2","37.2","22.4","21.1","","","19.26","18.69","10.85","29.16","24.74","18.51","32.84","22.71","28.64"
"10/16/2019 0:00","11.04","7.65","10.16","8.32","10.58","14.43688","19.588673","17.222511","16.208458","14.728335","21.7","25.3","17.1","26.8","12.272727","15","28","11.4","13.8","11.9","17.07","15.3","14.12","13.62","10.51","10.11","18.68","16.5","13.43","14.92","9","9","20.654104","20.821642","18.6","21.1","18.8","13","17","17","13.121773","15.151625","16.283002","16.228316","16.903073","14.9","9.1","14.2","17.3","13","","10.2","11.6","11.1","","21.3","21.16","16.77","16.42","15.52","31.4","16.51","18.93","20.3"
"10/17/2019 0:00","14.34","5.58","8.15","8.18","9.61","10.72874","11.662254","10.534048","8.530157","8.508078","12.5","24.1","13.3","22.9","18.363636","24","42.272727","12.8","8","9.7","12.59","17.85","19.95","10.26","12.64","13.97","10.7","11.06","10.16","8.35","19","10","9.387404","13.920292","17.7","28.3","24.9","16.3","6","6","10.08181","18.589675","10.955541","16.905126","15.586919","11.8","19.3","18.5","28","","19.6","12.4","10.2","19.3","","12.31","9.95","7.17","12.62","13.44","9.26","9.98","8.29","8.34"
"10/18/2019 0:00","18.38","9.41","10.07","13.69","12.45","18.148919","32.79886","23.241267","25.032883","4.364137","30.8","38.2","29.6","37.5","28.545455","29.545455","46.545455","13.6","12","11.4","20.73","28.51","26.17","15.66","15.54","17.27","25.02","21.76","15.42","13.97","18","15","26.464634","38.902167","21.9","18.3","19.2","16.2","17","9","21.245334","29.184565","18.101646","23.683636","24.79136","14.3","26.6","32.8","35","25.2","32.3","19.1","12.8","32.7","","22.66","25.58","12.82","23.28","21.7","11.43","10.7","6.49","12.69"
"10/19/2019 0:00","16.07","9.02","12.47","15.06","15.3","18.144421","23.64112","11.923114","24.32249","","32.8","28.7","32.9","27.2","24.909091","26.090909","49.818182","12.7","12.5","11.8","27.23","30.07","23.7","14.44","18.07","19","25.75","32.82","27.58","20.86","31","23","37.132129","52.140181","16.7","18.1","33.4","16.3","11","8","29.863489","50.573144","28.275298","29.848348","35.711039","20.3","32.1","36.7","44.7","26","32.1","19.8","15.5","31.2","17.02","22.65","25.1","18.93","25.34","19.07","8.53","16.15","7.39","11.97"
"10/20/2019 0:00","12.2","11.08","11.09","13.91","14.91","25.83998","39.464051","20.500982","28.506406","","23.8","19.5","18.1","19","20.727273","24","54.727273","14.2","19.4","13.7","12.17","24.01","15.76","10.24","12.68","16.19","30.46","23.76","23.22","21.95","17","14","30.940639","33.081431","17.3","16.3","21.4","12.6","24","16","11.759015","19.826229","14.027528","21.499282","12.682049","11.8","22.7","36.2","52","17.3","18.5","18.9","8.9","32.8","30.24","29.84","33.48","18.55","30.91","20.95","21.78","25.94","18.39","27.01"
"10/21/2019 0:00","25.16","12.74","18.8","22.04","18.16","25.999638","48.905124","28.917942","34.450457","","30.9","39.4","36.4","44.2","21.818182","24.363636","48.090909","28.6","20.7","15.7","21.66","31.15","26.34","23.19","12.2","21.71","23.21","22.85","22.68","17.24","32","23","35.997284","48.174456","26.4","29.5","34.4","30.2","26","21","21.414996","29.644536","18.091896","29.017607","30.508536","22.3","36.5","32.7","38","28.4","27","20.5","11.8","34.8","38.23","29.18","26.46","15.8","32.8","33.98","29.95","36.65","27.21","28.1"
"10/22/2019 0:00","29","14.18","35.47","24.06","29.85","27.207193","38.042761","25.676001","45.393844","","51","55.5","63.8","46","27.909091","40.909091","","23.3","20.3","22.8","29.54","33.84","32.75","33.84","21.2","19.54","43.16","40.44","38.83","34.65","39","34","39.401747","52.414024","31.7","49.9","37.6","36.1","14","13","32.399786","41.646663","33.066041","31.689156","45.283465","22.3","53.3","42.7","51.5","41.1","38.2","30","23.7","42.5","32.71","29.18","39.04","20.37","54.39","28.68","21.6","25.4","13.33","19.03"
"10/23/2019 0:00","42.85","28.5","33.46","37.56","39.72","20.751805","30.796374","16.191704","25.853596","","35.4","41.4","44","52.7","","","","17.5","28.8","31.6","39.65","35.41","36.54","51.8","33.13","20.13","30.83","46.06","24.86","20.68","45","42","30.777052","","34.6","40.1","40.6","37.7","12","8","32.732589","43.353018","33.083623","32.881198","41.312769","34.5","41.8","48.9","54.4","38.4","44.3","36.8","24","44.5","13.79","17.59","21.71","6.16","42.64","31","14.88","26.13","22.15","27.37"
"10/24/2019 0:00","47.51","35.33","29.14","30.15","34.71","31.223091","32.392853","26.889789","32.620996","","35.4","38","36.6","37.4","33.181818","39.363636","50.636364","33.6","42.7","54.5","35.05","36.08","32.86","26.94","23.73","30.18","33.55","32.64","30.66","21.59","34","33","29.297159","","25.3","28.4","49.7","29","25","19","30.441799","39.083791","32.839349","36.743933","34.836774","22.9","33.6","38.7","51.2","31.7","37.6","29.9","25.6","31.2","26.03","29.64","26.94","25.85","48.51","45.05","33.78","48.62","38.93","29.01"
"10/25/2019 0:00","20.24","15.04","23.65","28.07","23.66","30.42934","39.829482","25.956841","47.522014","","43","44.5","39.5","42.5","40.272727","44","52.454545","20.5","19.1","15.8","35.19","41.04","39.4","35.19","26.83","32.66","45.51","42.07","43.91","31.75","47","29","41.816769","","37.7","45.1","39","34.3","22","16","29.432896","41.557246","35.983127","34.126705","39.102284","30.7","49.6","46.5","64.2","36.3","40.4","27.7","21","53.2","38.76","37.67","","35.3","42.97","28.05","30.49","24.31","14.95","21.21"
"10/26/2019 0:00","26.17","10.34","11.74","20.72","19.13","15.359066","20.826633","15.817624","17.262266","","23.5","31.2","26.1","32.6","30.909091","34.272727","13.818182","12.9","13.5","16.1","33.83","46.83","45.3","32.77","34.3","29.42","23.57","27.75","29.75","28.67","34","33","24.766857","","38.6","39.3","54.3","29","8","6","42.973968","42.035538","35.836364","30.99429","34.092356","33.4","43.4","43.2","69.9","38.9","39.2","39","23.9","52.7","18.09","17.83","19.63","15.47","23.76","16.7","8.71","11.43","6.31","7.79"
"10/27/2019 0:00","9.77","5.71","9.57","10.5","12.82","9.31727","11.784986","10.065858","8.550087","","21.4","28","22","25.9","15.363636","17","9.545455","8.1","9.3","8.5","16.36","30.4","31.15","19.14","17.25","16.7","13.96","13.6","14.88","12.34","11","11","15.615609","","39.2","43.2","32.8","27.5","5","4","24.477064","22.479637","20.783708","12.121508","16.200589","10.4","9.8","11","23.3","13.5","15.7","12","11.6","19","11.75","10.78","11.68","10","13.67","10.56","6.35","7.26","5.76","5.98"
"10/28/2019 0:00","8.04","7.53","12.87","8.6","15.58","6.550009","11.260548","6.488958","13.335104","2.764962","11.3","12.8","8.7","12.6","10.636364","13","11.090909","13.1","12.3","8.9","13.15","18.2","29.6","14.06","21.38","13.24","11.42","7.43","11.43","6.71","14","9","9.260369","","18.9","31.5","11.8","14.5","5","9","14.656008","9.14151","9.245455","7.572694","9.072727","25.8","12.2","11.7","38.6","16.2","17","9.3","","23.5","11.72","8.42","9.14","6.08","16.88","14.64","9.44","6.53","5.05","6.16"
"10/29/2019 0:00","12.67","12.34","15.28","14.38","17.61","11.052982","17.542922","11.293401","22.285004","5.501197","18.2","16.4","13.3","23.2","24.363636","31.272727","20.090909","13.9","15.2","12.3","28.23","36.78","37.63","27.92","32.75","14.72","15.41","19.4","13.97","8.71","22","20","9.786957","24.601374","24.2","31.1","25.6","18.1","5","17","26.099434","23.979538","26.181818","15.804447","14.772459","37.9","20.9","41.3","65.2","36.3","34.4","22.3","","53.7","10.56","9.75","11.01","2.77","45.03","21.86","6.17","18.51","12.43","10.52"
"10/30/2019 0:00","31.46","9.22","30","27","29.28","22.323326","37.176369","19.823494","40.333144","5.618826","31.9","17.8","19.4","28.1","30.090909","37.909091","45.363636","28.3","49.8","22.3","34.01","19.31","31.44","28.82","12.64","22.75","18.13","23.94","16.87","14.88","42","30","10.703878","37.325768","23.8","30.6","28.7","26.3","7","12","29.419037","30.937176","","22.574158","26.190909","31.5","25.6","28.8","39.8","21.8","26.1","21.6","","39.3","13.85","8.57","14.83","2.05","56.05","44.63","18.33","51.53","21.45","22.84"
"10/31/2019 0:00","31.64","21.61","73.66","27.39","55","25.526772","45.926235","25.260224","62.950622","6.258723","35","32.1","40.2","43.7","49.636364","75.727273","83.355455","42.4","47.9","23.6","50.2","55.88","61.58","59.76","26.48","37.21","26.11","38.63","28.12","25.4","32","26","20.045829","28.720494","50.4","63","46.6","47.8","10","13","67.508789","81.624734","","39.318267","75.175461","78.6","75.9","80.2","85.8","60.9","71.7","84.9","22.5","92.2","17.95","13.43","20.11","8.25","63.16","71.46","18.15","66.41","28.47","15.95"
"11/1/2019 0:00","20.1","21.89","21.56","29.7","39.24","39.386533","29.707148","33.008313","49.474684","14.354686","38.7","34.6","38.5","40.5","44.636364","66.454545","37.454545","34.6","24.2","29.2","56.98","48.51","42.42","49.34","51.64","47.6","38.08","41.89","34.65","23.59","27","28","27.054656","39.527343","36.6","37.3","55.1","30.7","19","13","46.887097","44.237326","","36.457609","47.701735","30.4","54.7","64.9","72.5","51.3","50.1","64.9","30.1","43.7","25.03","22.17","26.82","17.11","64.24","59.64","28.86","51.89","30.09","36.98"
"11/2/2019 0:00","12.77","6.34","16.76","16.36","15.32","24.441385","28.050968","22.275729","21.828024","12.824972","17.3","24.2","14.3","16.4","25.545455","29.090909","27.272727","15.1","9.9","10.9","14.7","33.42","12.09","9.49","21.6","24.12","27.02","19.77","18.14","13.79","19","20","17.621713","26.531413","9.09","10","14.8","7.41","20","12","14.51164","15.974095","","14.648993","18.142631","11.1","19.1","25.9","29.7","18.8","22.8","22.6","21.5","19.8","27.31","23.69","26.83","20.07","22.72","21.26","15.97","15.24","10.81","15.23"
"11/3/2019 0:00","20.79","11.6","10.36","16.5","31.86","23.644383","27.515393","16.712903","15.931444","11.716609","8.9","6.3","7.7","7.3","17.909091","24.181818","24.090909","16.3","15.7","13.5","7.96","12.91","11.29","8.91","9.49","16.39","19.77","12.51","14.15","10.7","18","14","11.884097","20.146573","9.07","8.79","9.73","7.28","22","","10.468766","9.809655","","13.240909","11.002601","8.9","15.1","28.5","33.3","23.8","24.2","21.2","14.7","19.5","24.45","20.33","20.39","18.48","27.57","25.97","17.06","26.31","11.72","21.21"
"11/4/2019 0:00","15.31","","6.05","11.51","16.25","16.627014","26.092664","17.239122","17.737851","8.849674","13.5","10.1","10.6","9.6","14.727273","16.727273","14.090909","14.7","7.9","15.2","10.2","10.27","9.18","11.24","13.88","5.92","14.51","15.05","12.7","11.07","10","8","11.811531","23.650471","11.3","10.2","11.4","8.22","16","","17.516596","15.160813","","13.972204","18.587902","12.1","12.8","8.3","20.1","9.7","12","8.9","10.7","10.7","15.37","14.51","16.48","12.69","19.57","22.78","14.15","19.23","12.61","14.5"
"11/5/2019 0:00","13.69","","21.42","10.39","12.57","14.548481","19.632746","12.974433","15.824051","3.94097","13.6","11.3","8.9","14.8","14.545455","19.272727","19.545455","9.6","6.3","7.8","13.1","14.75","21.44","12.22","","18.91","12.69","14.87","9.98","10.34","13","13","14.244523","23.778309","8.95","7.1","17.3","12.3","4","","19.853553","16.703635","","13.493608","15.041013","14.1","15.9","20.2","20.4","22","23.1","17.6","15.8","23.1","9.47","11.88","14.74","9.43","15.65","13.93","4.36","10.34","8.65","5.08"
"11/6/2019 0:00","12.11","","20.13","12.3","16.83","12.756718","14.746455","10.186058","15.211782","3.140902","20.9","16.7","17.8","15.3","20.727273","22.181818","","10.2","9.3","8.2","16.65","25.26","22.86","21.35","25.5","15.45","15.23","20.13","14.51","12.52","16","14","16.777457","21.963993","12","9.32","17.5","11.8","4","","27.266032","24.961331","","18.530052","20.475706","15.3","16.1","26.3","34.3","25.3","36.1","20.3","16.3","30","9.91","9.07","12.01","11.17","15.73","16.33","7.08","5.99","8.47","4.17"
"11/7/2019 0:00","22.07","","17.55","19.77","26.77","23.231325","33.867304","32.035434","28.358242","5.305035","23.7","","21.4","27.6","29.090909","35.181818","22.181818","14.9","22.3","13.6","32.86","37.12","45.79","23.7","13.04","30.84","29.92","23.21","32.11","21.95","32","19","","65.665581","26.4","18.4","23.2","17","13","","25.536132","32.38965","","31.383472","26.963146","28.4","39.6","44.9","66.3","40.3","38.4","33.8","18.5","55.9","17.94","21.61","26.02","13.34","36.03","27.07","10.35","22.13","12.62","14.32"
"11/8/2019 0:00","33.19","","18.7","30.36","35.73","43.146102","29.535423","40.145815","24.134645","16.814672","16.4","","15","13.8","28.454545","34.272727","42.363636","21.6","26.8","24.5","47.65","26.52","47.27","18.42","19.4","42.39","34.45","13.24","15.97","14.51","29","31","11.230283","22.593904","22.2","14","11.5","19.2","25","","20.055491","17.796421","","20.480188","13.054545","34.2","23","40.6","45.4","33","34.6","32.1","24.4","46","26.49","20.63","22.86","11.67","37.52","40.22","33.22","37.56","27.03","38.62"
"11/9/2019 0:00","25.47","","11.24","26.61","25.53","26.088734","26.182255","23.17823","14.952904","11.975927","17.5","","16.4","17.8","22.272727","26.454545","26.363636","19","19.2","17.9","22.93","25.17","32.42","22.35","18.65","27.23","24.3","20.67","15.24","14.7","19","22","15.905959","23.325876","11","10.4","16.1","11.5","18","","27.352683","21.441605","11.309297","17.338547","18.091896","17.4","18.1","30.2","28.8","23.3","26.5","22.3","18.7","21.4","20.63","16.1","18.38","10.85","26.94","28.25","28.5","24.49","23.78","21.94"
"11/10/2019 0:00","25.34","12.79","32.91","17.38","27.68","12.648104","16.37093","12.740764","18.536946","5.613226","20.7","","13.8","22.1","24.545455","30.727273","33.636364","15.3","31.5","18.6","20.47","16.85","16.89","15.96","16.7","15.43","19.77","20.67","17.6","17.24","26","25","16.759452","29.949745","9.77","15","14.2","9.23","7","","20.215694","14.402538","17.736686","14.11639","12.373627","15.4","18","33.9","41.5","28.6","26.8","19.3","24.5","25.1","14.39","15.37","14.54","10.08","42.04","19.81","19.06","15.78","17.12","10.15"
"11/11/2019 0:00","17.43","18.81","15.62","24.9","32.34","28.963955","30.415517","21.572971","26.463495","9.98477","20.1","","24.7","14.3","30.909091","42.090909","45.181818","17.5","33.6","13.1","21.95","20.16","12.08","13.5","20.13","27.03","27.74","24.3","23.59","19.23","30","29","12.210977","30.10746","7.41","7.98","18.6","8.37","13","","21.743879","26.01746","15.118182","31.37439","17.369321","15.6","24.6","36.8","40.9","24.8","28.1","32.5","26.1","34.5","22.81","17.76","21.75","10.69","28.2","34.71","18.7","29.57","20.37","17.04"
"11/12/2019 0:00","18.84","19.8","15.8","15.01","26.36","31.299018","36.029348","30.878018","24.523493","14.314818","15.2","","18.9","20","21.272727","31","27.181818","18.9","20","20.5","9.85","16.58","19.31","11.55","11.24","8.45","23.03","15.23","15.78","14.88","27","24","12.002099","18.179474","12","14.8","19.6","13.2","25","","12.778538","13.058105","23.535508","19.125584","13.084197","33.2","13.3","57.3","57.9","43.9","38.1","36.4","13.8","28.8","24.49","20.27","22.55","12.02","35.95","27.25","27.96","30.3","20.54","25.74"
"11/13/2019 0:00","13.35","10.27","30.07","8.79","24.36","6.803546","29.095001","19.203348","18.901322","5.384868","20.2","","21.3","22.8","24.636364","35.454545","39.727273","20.8","13.2","12.1","18.45","22.24","14.32","16.52","16.98","5.36","27.2","20.31","23.22","19.23","15","10","16.6959","23.17051","11.6","14.4","24","16.7","8","","17.822915","17.551744","11.58245","17.38172","20.615088","30.9","25","23.9","20","36.4","37.4","18.9","18.5","27.8","24.08","20.46","22.84","15.1","28.69","18.1","13.8","21.95","15.68","15.41"
"11/14/2019 0:00","18.62","14.56","45.53","18.14","29.82","22.289686","20.876572","19.050844","19.501511","11.785552","23","19.8","15.8","28.1","14.909091","19.363636","18.818182","17.7","21.4","18.7","20.73","19.14","14.68","18.83","14.41","19.78","16.68","17.41","15.6","12.16","18","21","17.849264","26.015749","13.1","15.4","16.9","11.2","13","9","14.349455","13.85224","16.791214","12.211897","12.895129","26.2","15.1","29.9","27.4","18.3","20","22.2","15.2","16.9","16.13","12.66","16.44","9.31","22.59","22.35","16.52","24.31","18.03","16.49"
"11/15/2019 0:00","31.76","24.92","27.28","20.23","31.28","22.09299","16.752467","15.80916","22.190896","9.383777","24.3","26.3","23.8","30.8","19.454545","28.636364","29.545455","23.2","24.9","23.1","44.21","26.7","45.28","16.36","18.18","26.25","23.39","27.2","23.22","19.05","21","31","18.629649","18.874948","15.8","15.2","28.6","16.8","10","6","24.229878","24.608626","14.046221","22.085994","18.013349","31","20.5","39.3","45","25.5","29.2","25.5","19","33.7","11.51","13.7","14.94","12.9","29.03","26.76","11.08","28.85","19.81","13.96"
"11/16/2019 0:00","","11.61","26.79","15.97","25.64","22.075215","24.318557","19.940197","27.381858","14.326157","18.3","23.2","18.6","22.6","17.545455","26","40.545455","22.9","33","19.5","23.24","24.19","11.97","11.64","17.34","8.05","24.3","19.22","21.23","19.96","16","14","19.047239","25.298249","11.8","10.8","23.3","","18","10","16.369684","16.884209","19.164682","14.224597","14.927816","13.9","25.1","30.7","49","21.9","27.4","21.9","18.6","33.8","21.97","19.99","23.33","16.56","28.25","23.66","16.7","26.31","17.84","18.49"
"11/17/2019 0:00","","19.86","26.27","17.49","26.86","21.40727","21.219242","24.710075","24.452662","12.273246","19.7","21.3","21.3","22.7","21.363636","35.090909","34.090909","21.1","22.2","19.3","16.65","24.7","12.35","12.97","14.43","10.38","25.75","21.04","21.95","19.59","19","18","16.596034","23.301683","15.4","17.4","23","","14","11","19.049561","19.816991","13.718182","23.629524","20.5269","16.8","24.5","46.6","50.9","35.5","34.2","32.3","24","34.1","19.35","23.13","24.06","15.71","29.06","26.03","17.42","28.67","24.87","20.67"
